Customer_ID,Customer_Gender,Customer_Residence_Type,Customer_Qualification,Customer_Income,Loyalty_Engagement_Score,Total_Subscriptions,Membership_Type,Customer_Live_Time_Value
0402,Female,Rural,Bachelor,More than 10K,0,1,Platinum,48300
0403,Male,Urban,Bachelor,2K-5K,0,1,Silver,36948
0404,Female,Urban,Bachelor,2K-5K,7462,More than 1,Gold,66996
0405,Female,Urban,High School,5K-10K,5860,1,Silver,33936
0406,Female,Urban,Bachelor,5K-10K,16511,More than 1,Platinum,90432
0407,Female,Urban,High School,5K-10K,2731,1,Silver,35400
0408,Female,Urban,Bachelor,5K-10K,6395,1,Platinum,29400
0409,Female,Urban,Bachelor,More than 10K,0,More than 1,Platinum,111780
0410,Female,Rural,High School,5K-10K,2691,1,Platinum,35016
0411,Female,Rural,High School,5K-10K,0,1,Platinum,57216
0412,Female,Urban,High School,2K-5K,8275,More than 1,Platinum,265716
0413,Female,Urban,Bachelor,5K-10K,0,More than 1,Silver,176712
0414,Female,Urban,Others,5K-10K,5067,1,Platinum,33204
0415,Male,Urban,Bachelor,5K-10K,5758,More than 1,Platinum,352560
0416,Female,Urban,High School,5K-10K,6130,More than 1,Silver,297492
0417,Male,Urban,High School,5K-10K,5267,1,Gold,34872
0418,Female,Urban,High School,5K-10K,10482,More than 1,Platinum,102408
0419,Male,Urban,Bachelor,5K-10K,4111,More than 1,Platinum,58464
0420,Female,Urban,Bachelor,5K-10K,5762,More than 1,Platinum,113220
0421,Male,Urban,Bachelor,2K-5K,5882,1,Platinum,29484
0422,Male,Rural,High School,5K-10K,3290,1,Silver,30096
0423,Female,Urban,Bachelor,2K-5K,0,1,Platinum,57804
0424,Male,Rural,High School,More than 10K,3571,More than 1,Gold,72948
0425,Female,Urban,High School,2K-5K,6809,More than 1,Platinum,62268
0426,Female,Rural,High School,5K-10K,2254,More than 1,Silver,70104
0427,Female,Urban,High School,5K-10K,6696,1,Platinum,98616
0428,Female,Urban,High School,5K-10K,6295,1,Silver,102888
0429,Male,Urban,Bachelor,5K-10K,0,1,Platinum,55080
0430,Female,Urban,Bachelor,More than 10K,6268,More than 1,Silver,276132
0431,Male,Urban,Bachelor,5K-10K,3607,More than 1,Platinum,68292
0432,Male,Rural,High School,More than 10K,2916,More than 1,Silver,105048
0433,Male,Urban,High School,2K-5K,4132,More than 1,Silver,103272
0434,Male,Rural,High School,5K-10K,3311,1,Platinum,53892
0435,Male,Urban,High School,5K-10K,4676,More than 1,Silver,145320
0436,Female,Urban,Bachelor,2K-5K,5011,More than 1,Platinum,66072
0437,Male,Urban,Bachelor,5K-10K,5722,1,Silver,37164
0438,Male,Urban,Bachelor,5K-10K,4200,More than 1,Platinum,48912
0439,Female,Rural,High School,More than 10K,0,More than 1,Platinum,106920
0440,Male,Urban,Bachelor,5K-10K,6176,1,Platinum,29772
0441,Male,Urban,High School,5K-10K,5743,1,Platinum,181632
0442,Male,Urban,High School,2K-5K,5419,More than 1,Silver,65844
0443,Female,Urban,High School,5K-10K,3051,More than 1,Gold,70080
0444,Male,Rural,Bachelor,5K-10K,0,More than 1,Silver,50376
0445,Male,Urban,High School,5K-10K,10077,More than 1,Silver,95316
0446,Male,Rural,Bachelor,5K-10K,2880,More than 1,Silver,49644
0447,Female,Rural,Bachelor,More than 10K,0,1,Platinum,33816
0448,Female,Urban,Bachelor,2K-5K,5514,More than 1,Platinum,195492
0449,Female,Rural,High School,5K-10K,2623,More than 1,Platinum,58512
0450,Male,Urban,High School,5K-10K,6362,1,Gold,62280
0451,Male,Urban,High School,5K-10K,3860,1,Silver,52680
0452,Male,Urban,Bachelor,5K-10K,3711,More than 1,Silver,63468
0453,Male,Urban,Bachelor,<=2K,3651,More than 1,Platinum,159036
0454,Male,Urban,High School,2K-5K,5404,More than 1,Gold,59580
0455,Male,Urban,Bachelor,5K-10K,4913,More than 1,Platinum,104868
0456,Male,Urban,Bachelor,5K-10K,7116,More than 1,Platinum,70908
0457,Female,Urban,Bachelor,5K-10K,8736,More than 1,Platinum,195612
0458,Female,Urban,Bachelor,2K-5K,6386,More than 1,Platinum,168204
0459,Male,Urban,High School,5K-10K,5786,More than 1,Gold,187872
0460,Female,Urban,High School,5K-10K,6905,More than 1,Gold,65004
0461,Male,Urban,High School,2K-5K,5859,1,Platinum,30456
0462,Male,Rural,Bachelor,5K-10K,4095,More than 1,Silver,57036
0463,Male,Rural,Bachelor,More than 10K,0,1,Silver,31860
0464,Female,Urban,High School,More than 10K,5876,More than 1,Gold,62184
0465,Male,Urban,Bachelor,2K-5K,5885,More than 1,Platinum,63264
0466,Male,Urban,High School,<=2K,5129,More than 1,Platinum,82068
0467,Male,Urban,Bachelor,More than 10K,4548,1,Platinum,31284
0468,Male,Urban,High School,5K-10K,6292,More than 1,Platinum,64488
0469,Female,Rural,High School,More than 10K,0,More than 1,Silver,70020
0470,Female,Rural,High School,5K-10K,0,More than 1,Gold,60804
0471,Male,Urban,High School,5K-10K,0,1,Platinum,65472
0472,Male,Urban,Bachelor,2K-5K,3245,More than 1,Platinum,98820
0473,Male,Urban,Bachelor,2K-5K,6662,1,Silver,70320
0474,Female,Urban,High School,2K-5K,0,1,Platinum,31056
0475,Male,Rural,Others,5K-10K,3200,1,Platinum,32760
0476,Female,Urban,High School,2K-5K,7719,More than 1,Platinum,64368
0477,Female,Urban,High School,5K-10K,8261,1,Platinum,34728
0478,Female,Rural,High School,5K-10K,0,More than 1,Silver,70872
0479,Female,Rural,Others,5K-10K,6284,1,Silver,55584
0480,Male,Urban,Bachelor,5K-10K,2271,1,Gold,34824
0481,Male,Urban,Bachelor,2K-5K,12854,More than 1,Platinum,96612
0482,Female,Rural,High School,5K-10K,0,More than 1,Platinum,48072
0483,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,108468
0484,Male,Urban,High School,5K-10K,6133,More than 1,Platinum,72936
0485,Male,Rural,High School,5K-10K,0,More than 1,Platinum,270168
0486,Female,Urban,High School,More than 10K,6983,More than 1,Platinum,65796
0487,Male,Urban,Bachelor,2K-5K,0,1,Platinum,35568
0488,Female,Urban,High School,5K-10K,0,More than 1,Silver,68100
0489,Male,Rural,Bachelor,5K-10K,4061,More than 1,Gold,571416
0490,Female,Rural,High School,5K-10K,3868,More than 1,Silver,67728
0491,Male,Urban,Bachelor,5K-10K,2514,More than 1,Silver,63252
0492,Female,Rural,Bachelor,More than 10K,2138,More than 1,Silver,75984
0493,Female,Rural,Bachelor,5K-10K,0,1,Platinum,30768
0494,Male,Rural,Bachelor,5K-10K,6708,More than 1,Gold,68808
0495,Male,Urban,Bachelor,5K-10K,3046,More than 1,Platinum,55272
0496,Male,Urban,Bachelor,2K-5K,5973,More than 1,Platinum,542160
0497,Female,Urban,High School,5K-10K,5944,More than 1,Platinum,70968
0498,Male,Urban,Others,5K-10K,5104,1,Platinum,36660
0499,Female,Urban,High School,2K-5K,4490,More than 1,Platinum,190680
0500,Female,Rural,Bachelor,5K-10K,2822,More than 1,Platinum,56328
0501,Male,Rural,Bachelor,5K-10K,0,More than 1,Silver,68052
0502,Male,Rural,High School,More than 10K,4597,More than 1,Silver,99120
0503,Female,Urban,Bachelor,More than 10K,6061,1,Platinum,63900
0504,Female,Rural,High School,5K-10K,2141,More than 1,Silver,64788
0505,Male,Urban,Bachelor,5K-10K,10948,More than 1,Silver,99744
0506,Female,Urban,High School,5K-10K,2367,More than 1,Platinum,111828
0507,Female,Urban,High School,5K-10K,2305,More than 1,Platinum,103680
0508,Female,Urban,Bachelor,2K-5K,9321,1,Gold,60576
0509,Female,Rural,High School,More than 10K,0,1,Silver,61176
0510,Male,Rural,High School,5K-10K,3920,1,Platinum,37056
0511,Male,Rural,Bachelor,5K-10K,2650,More than 1,Gold,62724
0512,Male,Urban,High School,2K-5K,5430,More than 1,Gold,68256
0513,Female,Urban,Bachelor,5K-10K,0,1,Platinum,57588
0514,Female,Urban,High School,5K-10K,6196,1,Platinum,54372
0515,Male,Urban,Bachelor,5K-10K,0,More than 1,Platinum,59424
0516,Male,Urban,Bachelor,5K-10K,2988,More than 1,Platinum,108828
0517,Female,Urban,High School,5K-10K,5642,1,Platinum,69852
0518,Male,Rural,Bachelor,5K-10K,0,1,Platinum,33288
0519,Female,Urban,Bachelor,2K-5K,3793,More than 1,Platinum,443220
0520,Male,Rural,Bachelor,5K-10K,0,1,Silver,36468
0521,Male,Urban,High School,More than 10K,6668,1,Gold,38364
0522,Female,Rural,Bachelor,2K-5K,3849,More than 1,Silver,380532
0523,Male,Urban,Bachelor,More than 10K,3799,1,Silver,64644
0524,Male,Urban,Others,5K-10K,5221,1,Gold,30792
0525,Male,Urban,Bachelor,2K-5K,5482,More than 1,Platinum,63804
0526,Female,Urban,High School,5K-10K,8939,More than 1,Silver,68772
0527,Female,Urban,Bachelor,2K-5K,6371,More than 1,Platinum,56784
0528,Female,Urban,Others,5K-10K,6137,More than 1,Platinum,62952
0529,Male,Rural,High School,5K-10K,2537,More than 1,Gold,63552
0530,Female,Urban,High School,5K-10K,0,More than 1,Platinum,66480
0531,Female,Rural,High School,More than 10K,0,1,Platinum,32628
0532,Male,Urban,Bachelor,5K-10K,5321,1,Silver,31440
0533,Male,Urban,Bachelor,More than 10K,4245,More than 1,Platinum,290376
0534,Male,Urban,High School,5K-10K,0,More than 1,Platinum,95724
0535,Male,Urban,High School,More than 10K,2064,More than 1,Gold,487428
0536,Female,Urban,Bachelor,5K-10K,4593,1,Gold,36720
0537,Female,Urban,High School,More than 10K,7489,More than 1,Gold,113964
0538,Male,Urban,High School,5K-10K,0,1,Gold,33360
0539,Female,Urban,High School,More than 10K,2811,More than 1,Gold,279360
0540,Female,Urban,High School,2K-5K,2501,More than 1,Silver,60816
0541,Female,Rural,High School,5K-10K,4289,1,Platinum,31416
0542,Female,Urban,High School,5K-10K,6633,More than 1,Platinum,112116
0543,Male,Urban,Bachelor,5K-10K,0,More than 1,Silver,68436
0544,Male,Urban,High School,5K-10K,17571,1,Platinum,120204
0545,Male,Urban,High School,5K-10K,4351,1,Platinum,30768
0546,Female,Urban,High School,<=2K,5677,1,Platinum,31632
0547,Female,Rural,High School,More than 10K,0,More than 1,Gold,321036
0548,Male,Urban,Bachelor,More than 10K,6095,More than 1,Platinum,101172
0549,Male,Rural,Bachelor,More than 10K,2055,More than 1,Platinum,108528
0550,Male,Urban,High School,2K-5K,4864,More than 1,Silver,102708
0551,Male,Urban,High School,2K-5K,10183,More than 1,Silver,146328
0552,Female,Urban,Bachelor,5K-10K,5079,1,Gold,29172
0553,Male,Urban,High School,5K-10K,3273,More than 1,Platinum,64404
0554,Female,Rural,High School,5K-10K,2090,1,Platinum,55272
0555,Female,Rural,Others,2K-5K,0,More than 1,Silver,109644
0556,Male,Urban,High School,5K-10K,5925,More than 1,Platinum,92496
0557,Male,Rural,High School,More than 10K,7409,More than 1,Platinum,66372
0558,Male,Rural,Bachelor,5K-10K,0,1,Platinum,28716
0559,Male,Urban,High School,5K-10K,0,1,Silver,32604
0560,Male,Urban,High School,5K-10K,6785,1,Silver,32760
0561,Male,Urban,Others,5K-10K,3617,1,Platinum,57108
0562,Male,Urban,Bachelor,2K-5K,0,More than 1,Platinum,117288
0563,Male,Urban,Bachelor,More than 10K,0,More than 1,Silver,183408
0564,Male,Urban,High School,5K-10K,4173,More than 1,Gold,68964
0565,Male,Urban,Bachelor,More than 10K,4159,More than 1,Silver,88680
0566,Female,Urban,High School,5K-10K,5925,More than 1,Platinum,88068
0567,Female,Urban,Bachelor,5K-10K,6589,More than 1,Gold,130464
0568,Male,Urban,Others,2K-5K,7641,More than 1,Platinum,65124
0569,Female,Rural,High School,2K-5K,0,1,Platinum,33672
0570,Male,Urban,Bachelor,2K-5K,4296,1,Silver,33516
0571,Female,Urban,Bachelor,5K-10K,6115,1,Gold,34272
0572,Male,Rural,High School,More than 10K,3353,More than 1,Gold,54780
0573,Male,Urban,High School,5K-10K,0,1,Platinum,30528
0574,Female,Urban,High School,2K-5K,2805,1,Platinum,27684
0575,Male,Urban,High School,2K-5K,5076,More than 1,Gold,32592
0576,Female,Urban,Bachelor,2K-5K,5690,1,Gold,66660
0577,Female,Urban,Bachelor,5K-10K,3751,1,Gold,65700
0578,Male,Urban,Others,5K-10K,3781,More than 1,Platinum,87276
0579,Male,Urban,Bachelor,5K-10K,0,1,Silver,59076
0580,Male,Urban,High School,More than 10K,4284,More than 1,Silver,227256
0581,Female,Rural,High School,More than 10K,2730,1,Platinum,32796
0582,Female,Rural,High School,5K-10K,2321,More than 1,Platinum,60936
0583,Female,Urban,High School,2K-5K,0,More than 1,Platinum,150660
0584,Male,Rural,Bachelor,5K-10K,0,1,Platinum,29892
0585,Female,Urban,High School,<=2K,3751,More than 1,Platinum,128496
0586,Male,Urban,Bachelor,More than 10K,7533,More than 1,Gold,69360
0587,Male,Urban,Bachelor,5K-10K,4392,More than 1,Gold,460500
0588,Male,Urban,Bachelor,5K-10K,2789,More than 1,Platinum,109248
0589,Male,Urban,High School,2K-5K,4116,More than 1,Platinum,175620
0590,Male,Rural,Bachelor,More than 10K,0,More than 1,Platinum,66744
0591,Male,Urban,Bachelor,2K-5K,8978,More than 1,Platinum,63216
0592,Male,Rural,Bachelor,5K-10K,0,More than 1,Platinum,110484
0593,Male,Urban,High School,2K-5K,10192,More than 1,Platinum,69168
0594,Female,Urban,Bachelor,More than 10K,5565,More than 1,Platinum,60816
0595,Female,Urban,High School,5K-10K,6562,More than 1,Gold,64548
0596,Female,Urban,Bachelor,5K-10K,5944,More than 1,Platinum,169068
0597,Male,Rural,Bachelor,5K-10K,4252,1,Platinum,61224
0598,Male,Urban,Bachelor,5K-10K,4389,More than 1,Platinum,100548
0599,Female,Rural,High School,2K-5K,2086,More than 1,Platinum,107364
0600,Female,Urban,High School,5K-10K,7789,More than 1,Platinum,60276
0601,Female,Urban,Bachelor,2K-5K,16518,More than 1,Platinum,353376
0602,Female,Urban,Bachelor,5K-10K,4376,1,Silver,60504
0603,Male,Urban,High School,5K-10K,3752,More than 1,Platinum,165000
0604,Female,Urban,High School,5K-10K,8550,More than 1,Platinum,66792
0605,Female,Rural,High School,More than 10K,0,1,Platinum,32604
0606,Male,Rural,High School,More than 10K,3003,More than 1,Platinum,70320
0607,Male,Urban,High School,5K-10K,6122,More than 1,Gold,279036
0608,Female,Urban,Bachelor,5K-10K,3497,1,Gold,31464
0609,Male,Urban,Bachelor,5K-10K,6429,More than 1,Platinum,64596
0610,Male,Urban,Bachelor,5K-10K,5137,More than 1,Platinum,139656
0611,Female,Urban,Others,2K-5K,5640,More than 1,Platinum,101520
0612,Female,Rural,High School,5K-10K,0,1,Gold,68268
0613,Female,Urban,High School,5K-10K,3845,More than 1,Gold,57936
0614,Male,Urban,Bachelor,5K-10K,3872,More than 1,Platinum,115104
0615,Male,Urban,High School,2K-5K,5975,More than 1,Platinum,71544
0616,Male,Urban,Bachelor,5K-10K,8292,More than 1,Silver,633696
0617,Female,Urban,Bachelor,5K-10K,3613,More than 1,Silver,325956
0618,Female,Urban,High School,2K-5K,7742,More than 1,Silver,68832
0619,Female,Urban,Bachelor,2K-5K,0,More than 1,Platinum,208464
0620,Male,Urban,High School,5K-10K,4916,1,Platinum,38772
0621,Male,Rural,Bachelor,2K-5K,6274,More than 1,Platinum,60852
0622,Male,Urban,Bachelor,2K-5K,8462,More than 1,Platinum,110628
0623,Female,Rural,High School,5K-10K,0,1,Platinum,58296
0624,Male,Urban,High School,5K-10K,5669,More than 1,Silver,64968
0625,Female,Rural,Bachelor,5K-10K,0,More than 1,Platinum,109452
0626,Male,Urban,Bachelor,5K-10K,11396,More than 1,Platinum,353388
0627,Male,Urban,Bachelor,5K-10K,6302,1,Platinum,30108
0628,Female,Rural,High School,More than 10K,0,More than 1,Platinum,61488
0629,Male,Urban,Bachelor,5K-10K,0,1,Platinum,55956
0630,Male,Rural,Bachelor,2K-5K,0,More than 1,Platinum,115188
0631,Male,Urban,High School,5K-10K,4053,1,Platinum,33288
0632,Male,Urban,High School,5K-10K,7813,More than 1,Silver,147516
0633,Female,Urban,Bachelor,2K-5K,12546,More than 1,Platinum,650964
0634,Female,Urban,High School,2K-5K,4116,1,Platinum,62640
0635,Female,Urban,Bachelor,5K-10K,3907,1,Silver,69804
0636,Male,Urban,Others,2K-5K,0,1,Platinum,32196
0637,Female,Urban,High School,5K-10K,5976,More than 1,Platinum,67752
0638,Male,Rural,High School,More than 10K,5834,More than 1,Silver,101820
0639,Male,Urban,Bachelor,5K-10K,6286,1,Silver,35220
0640,Female,Urban,Bachelor,5K-10K,4093,More than 1,Platinum,65436
0641,Male,Urban,High School,2K-5K,0,More than 1,Gold,305676
0642,Female,Rural,High School,More than 10K,0,1,Gold,71604
0643,Female,Urban,Bachelor,2K-5K,3751,More than 1,Platinum,215592
0644,Male,Urban,High School,2K-5K,2740,More than 1,Silver,64572
0645,Male,Urban,Bachelor,2K-5K,2971,1,Platinum,68640
0646,Female,Urban,High School,2K-5K,4894,More than 1,Gold,94416
0647,Female,Rural,High School,5K-10K,0,1,Platinum,35964
0648,Female,Urban,Bachelor,2K-5K,6900,1,Gold,54336
0649,Female,Rural,Bachelor,5K-10K,5606,1,Gold,63156
0650,Female,Urban,High School,5K-10K,4118,More than 1,Platinum,89196
0651,Male,Urban,High School,5K-10K,16058,More than 1,Platinum,331356
0652,Female,Urban,High School,2K-5K,6298,More than 1,Platinum,202080
0653,Female,Rural,Others,5K-10K,7460,More than 1,Platinum,93936
0654,Female,Urban,High School,2K-5K,5092,More than 1,Gold,100200
0655,Female,Urban,High School,5K-10K,6538,More than 1,Platinum,53604
0656,Male,Urban,High School,2K-5K,3334,More than 1,Silver,56112
0657,Male,Urban,High School,<=2K,6763,More than 1,Platinum,277572
0658,Male,Urban,Bachelor,5K-10K,13903,More than 1,Silver,284988
0659,Female,Urban,Bachelor,2K-5K,6761,More than 1,Platinum,283860
0660,Female,Rural,Others,2K-5K,0,More than 1,Platinum,69684
0661,Female,Urban,High School,<=2K,3825,More than 1,Silver,62532
0662,Female,Urban,High School,5K-10K,0,1,Platinum,96060
0663,Female,Rural,Bachelor,5K-10K,0,1,Gold,64380
0664,Female,Urban,Bachelor,2K-5K,3720,More than 1,Platinum,157212
0665,Male,Urban,High School,2K-5K,6008,More than 1,Gold,104856
0666,Female,Urban,Bachelor,More than 10K,7942,More than 1,Gold,298932
0667,Male,Urban,High School,2K-5K,2706,More than 1,Silver,338832
0668,Male,Urban,Bachelor,5K-10K,3707,More than 1,Platinum,96876
0669,Male,Rural,Others,5K-10K,0,More than 1,Platinum,69648
0670,Male,Urban,High School,5K-10K,4206,More than 1,Platinum,95232
0671,Male,Urban,High School,5K-10K,3931,More than 1,Platinum,64560
0672,Female,Rural,High School,More than 10K,2014,More than 1,Silver,464088
0673,Female,Urban,High School,5K-10K,5689,1,Silver,49248
0674,Female,Urban,High School,5K-10K,3174,More than 1,Platinum,161112
0675,Male,Urban,High School,5K-10K,3273,1,Gold,30384
0676,Female,Urban,High School,More than 10K,8113,More than 1,Gold,274992
0677,Female,Urban,Bachelor,2K-5K,6708,More than 1,Platinum,92724
0678,Female,Urban,Bachelor,5K-10K,4771,More than 1,Gold,181044
0679,Male,Urban,High School,5K-10K,3240,More than 1,Platinum,435804
0680,Male,Urban,Bachelor,5K-10K,3926,1,Gold,86136
0681,Male,Urban,High School,2K-5K,3346,More than 1,Platinum,303324
0682,Female,Urban,Bachelor,5K-10K,6131,More than 1,Platinum,63576
0683,Female,Urban,High School,5K-10K,0,1,Gold,33456
0684,Male,Urban,Bachelor,2K-5K,6458,More than 1,Platinum,61716
0685,Male,Urban,High School,5K-10K,2751,1,Silver,80316
0686,Male,Rural,High School,5K-10K,2606,More than 1,Silver,91236
0687,Male,Urban,Bachelor,More than 10K,5470,More than 1,Platinum,119376
0688,Female,Rural,High School,5K-10K,0,More than 1,Platinum,109920
0689,Male,Urban,High School,More than 10K,17374,More than 1,Platinum,60204
0690,Female,Urban,High School,5K-10K,6687,1,Platinum,45984
0691,Male,Urban,High School,5K-10K,2256,More than 1,Platinum,63072
0692,Male,Rural,High School,5K-10K,0,More than 1,Gold,59532
0693,Male,Rural,Bachelor,5K-10K,4174,More than 1,Silver,146880
0694,Female,Urban,High School,5K-10K,4303,More than 1,Silver,71820
0695,Male,Urban,High School,5K-10K,4245,More than 1,Platinum,72432
0696,Male,Urban,Bachelor,2K-5K,14782,1,Platinum,30468
0697,Female,Urban,High School,2K-5K,6162,More than 1,Silver,95064
0698,Male,Urban,High School,2K-5K,5706,More than 1,Platinum,58224
0699,Female,Urban,High School,5K-10K,10854,More than 1,Silver,65784
0700,Female,Rural,High School,5K-10K,0,1,Gold,51276
0701,Male,Rural,High School,5K-10K,0,1,Platinum,31824
0702,Female,Rural,High School,5K-10K,0,More than 1,Gold,74832
0703,Male,Rural,Bachelor,5K-10K,6420,More than 1,Platinum,106908
0704,Male,Urban,Bachelor,2K-5K,6345,More than 1,Silver,61716
0705,Male,Urban,Bachelor,5K-10K,3598,More than 1,Platinum,63852
0706,Male,Urban,High School,2K-5K,5970,More than 1,Platinum,63600
0707,Female,Urban,High School,5K-10K,7441,More than 1,Platinum,397824
0708,Female,Rural,Bachelor,5K-10K,0,More than 1,Gold,104508
0709,Female,Urban,High School,2K-5K,3982,1,Platinum,34008
0710,Female,Urban,High School,More than 10K,8361,1,Platinum,31680
0711,Male,Urban,High School,5K-10K,2921,1,Gold,31416
0712,Male,Rural,High School,5K-10K,2815,More than 1,Platinum,63468
0713,Male,Rural,Bachelor,5K-10K,2544,More than 1,Platinum,104364
0714,Female,Urban,High School,5K-10K,4930,More than 1,Platinum,124716
0715,Female,Urban,Bachelor,2K-5K,3932,More than 1,Platinum,61584
0716,Female,Rural,High School,5K-10K,2825,1,Gold,33564
0717,Male,Urban,High School,<=2K,7390,1,Platinum,58212
0718,Male,Rural,High School,5K-10K,8931,More than 1,Platinum,56196
0719,Male,Urban,Bachelor,5K-10K,5884,More than 1,Gold,68424
0720,Female,Rural,Others,5K-10K,0,More than 1,Silver,108144
0721,Male,Urban,High School,2K-5K,8299,More than 1,Platinum,98988
